Timestamp,IndLatency,UeID,IMSI,GranularityPeriod,DRB.AirIfDelayUl,DRB.PacketSuccessRateUlgNBUu,DRB.RlcDelayUl,DRB.RlcPacketDropRateDl,DRB.RlcSduDelayDl,DRB.RlcSduTransmittedVolumeDL,DRB.RlcSduTransmittedVolumeUL,DRB.UEThpDl,DRB.UEThpUl,RRU.PrbAvailDl,RRU.PrbAvailUl,RRU.PrbTotDl,RRU.PrbTotUl,RRU.PrbUsedDl,RRU.PrbUsedUl,label
1740604543446,0.518555,6584,901700000041596,1000,3.107143,100,1.16,0,0.500000,1325,160,1329.0,162.0,272,266,0,2,1,7,1
1740604544446,0.5354,6584,901700000041596,1000,3.116667,100,1.249,0,0.300000,2027,722,2032.0,728.0,273,269,0,1,0,4,1
1740604545446,0.52124,6584,901700000041596,1000,3.153846,100,2.133,0,0.500000,1362,396,1366.0,405.0,272,260,0,4,1,13,1
1740604546446,0.518555,6584,901700000041596,1000,3.177966,100,1.531,0,0.500000,1975,719,1980.0,719.0,273,258,0,5,0,15,1
1740604547446,0.537354,6584,901700000041596,1000,3.140351,100,1.711,0,0.600000,1287,176,1290.0,178.0,272,261,0,4,1,12,1
1740604548446,0.532227,6584,901700000041596,1000,3.224138,100,1.767,0,0.500000,2006,755,2011.0,765.0,272,256,0,6,1,17,1
1740604549446,0.532227,6584,901700000041596,1000,3.169231,100,0.699,0,0.600000,1346,516,1350.0,515.0,272,257,0,5,1,16,1
1740604550446,0.514404,6584,901700000041596,1000,3.2,100,1.627,0,0.500000,1943,455,1948.0,459.0,273,265,0,2,0,8,1
1740604551446,0.546387,6584,901700000041596,1000,3.179688,100,0.977,0,0.400000,1348,506,1352.0,510.0,272,257,0,5,1,16,1
1740604552446,0.549561,6584,901700000041596,1000,3.272727,100,2.361,0,0.400000,1928,453,1933.0,457.0,273,262,0,4,0,11,1
1740604553446,0.485352,6584,901700000041596,1000,3.225352,100,1.664,0,0.500000,1216,600,1219.0,604.0,272,255,0,6,1,18,1
1740604554446,0.53833,6584,901700000041596,1000,3.142857,100,1.66,0,0.300000,1940,217,1945.0,219.0,273,266,0,2,0,6,1
1740604555446,0.533203,6584,901700000041596,1000,3.150943,100,1.946,0,0.500000,1298,736,1302.0,741.0,272,262,0,3,1,9,1
1740604556446,0.546387,6584,901700000041596,1000,3.1875,100,1.662,0,0.400000,2099,307,2104.0,315.0,273,257,0,5,0,16,1
1740604557446,0.487549,6584,901700000041596,1000,3.111111,100,1.525,0,0.400000,1279,524,1282.0,524.0,272,264,0,3,1,9,1
1740604558446,0.494385,6584,901700000041596,1000,3.191489,100,1.161,0,0.500000,2003,203,2008.0,206.0,273,261,0,4,0,12,1
1740604559446,0.505371,6584,901700000041596,1000,3.1,100,2.44,0,0.300000,1228,241,1231.0,243.0,272,266,0,2,1,7,1
1740604560446,0.500244,6584,901700000041596,1000,3.144444,100,1.47,0,0.600000,2193,547,2199.0,555.0,273,263,0,3,0,10,1
1740604561446,0.524414,6584,901700000041596,1000,3.212963,100,2.505,0,0.400000,1305,251,1309.0,249.0,272,259,0,5,1,14,1
1740604562446,0.516357,6584,901700000041596,1000,3.178571,100,1.858,0,0.600000,1989,334,1995.0,338.0,273,264,0,3,0,9,1
1740604563446,0.473389,6584,901700000041596,1000,3.181818,100,1.493,0,0.700000,1259,585,1262.0,588.0,272,256,0,6,1,17,1
1740604564446,0.542236,6584,901700000041596,1000,3.147059,100,1.284,0,0.300000,2089,677,2094.0,682.0,273,267,0,2,0,6,1
1740604565446,0.507324,6584,901700000041596,1000,3.23913,100,2.854,0,0.400000,1254,338,1258.0,341.0,272,252,0,7,1,21,1
1740604566446,0.523438,6584,901700000041596,1000,3.142857,100,0.894,0,0.400000,2140,555,2146.0,560.0,273,265,0,2,0,8,1
1740604567446,0.518555,6584,901700000041596,1000,3.180328,100,3.304,0,0.500000,1227,447,1231.0,450.0,272,256,0,6,1,17,1
1740604568446,0.54126,6584,901700000041596,1000,3.204225,100,0.835,0,0.400000,2024,497,2029.0,501.0,273,254,0,6,0,19,1
1740604569446,0.512207,6584,901700000041596,1000,3.114286,100,3.106,0,0.500000,1337,415,1340.0,418.0,272,267,0,2,1,6,1
1740604570446,0.54126,6584,901700000041596,1000,3.213235,100,1.224,0,0.400000,1977,567,1982.0,571.0,273,254,0,6,0,19,1
1740604571446,0.550293,6584,901700000041596,1000,3.135135,100,3.35,0,0.700000,1198,348,1201.0,357.0,272,265,0,2,1,8,1
1740604572446,0.53833,6584,901700000041596,1000,3.178571,100,1.361,0,0.500000,2015,685,2020.0,682.0,272,260,0,4,1,13,1
1740604573446,0.526367,6584,901700000041596,1000,3.198113,100,1.946,0,0.400000,1323,142,1326.0,144.0,272,259,0,5,1,14,1
1740604574446,0.54541,6584,901700000041596,1000,3.17,100,2.318,0,0.500000,2004,778,2009.0,783.0,272,261,0,4,1,12,1
1740604575446,0.54541,6584,901700000041596,1000,3.222892,100,2.186,0,0.500000,1234,232,1238.0,235.0,272,249,0,8,1,24,1
1740604576446,0.473389,6584,901700000041596,1000,3.142857,100,1.66,0,0.500000,2290,705,2296.0,710.0,273,267,0,2,0,6,1
1740604577446,0.527344,6584,901700000041596,1000,3.201389,100,2.845,0,0.600000,1328,246,1331.0,248.0,272,255,0,6,1,18,1
1740604578446,0.518555,6584,901700000041596,1000,3.145161,100,1.142,0,0.400000,1834,666,1839.0,675.0,273,267,0,2,0,6,1
1740604579446,0.534424,6584,901700000041596,1000,3.225352,100,2.354,0,0.500000,1296,721,1300.0,721.0,273,250,0,8,0,23,1
1740604580446,0.51123,6584,901700000041596,1000,3.166667,100,1.516,0,0.500000,2071,233,2077.0,236.0,273,261,0,4,0,12,1
1740604581446,0.544434,6584,901700000041596,1000,3.175439,100,1.762,0,0.600000,1329,790,1332.0,796.0,273,260,0,4,0,13,1
1740604582446,0.52832,6584,901700000041596,1000,3.21831,100,3.121,0,0.500000,1986,369,1992.0,372.0,273,253,0,7,0,20,1
1740604583446,0.540283,6584,901700000041596,1000,3.216667,100,1.403,0,0.400000,1344,575,1348.0,578.0,272,258,0,5,1,15,1
1740604584446,0.537354,6584,901700000041596,1000,3.134146,100,1.756,0,0.400000,1995,235,2001.0,238.0,273,265,0,2,0,8,1
1740604585446,0.52832,6584,901700000041596,1000,3.101852,100,1.606,0,0.400000,1300,541,1303.0,544.0,272,264,0,3,1,9,1
1740604586446,0.516357,6584,901700000041596,1000,3.232558,100,1.181,0,0.500000,2114,102,2120.0,104.0,273,260,0,4,0,13,1
1740604587446,0.52832,6584,901700000041596,1000,3.068965,100,2.292,0,0.600000,1162,192,1165.0,194.0,272,269,0,1,1,4,1
1740604588446,0.552246,6584,901700000041596,1000,3.115385,100,1.645,0,0.400000,1985,278,1990.0,281.0,273,266,0,2,0,7,1
1740604589446,0.547363,6584,901700000041596,1000,3.201923,100,1.123,0,0.500000,1247,485,1250.0,488.0,273,259,0,5,0,14,1
1740604590446,0.54834,6584,901700000041596,1000,3.118421,100,2.708,0,0.600000,2098,444,2104.0,448.0,273,266,0,2,0,7,1
1740604591446,0.497314,6584,901700000041596,1000,3.195652,100,1.613,0,0.400000,1322,661,1326.0,665.0,272,253,0,7,1,20,1
1740604592446,0.500244,6584,901700000041596,1000,3.210526,100,1.792,0,0.400000,1787,701,1792.0,706.0,273,258,0,5,0,15,1
1740604593446,0.500244,6584,901700000041596,1000,3.202703,100,4.691,0,0.400000,1365,354,1369.0,356.0,272,253,0,7,1,20,1
1740604594446,0.506348,6584,901700000041596,1000,3.118421,100,1.125,0,0.600000,2124,580,2130.0,584.0,273,266,0,2,0,7,1
1740604595446,0.54834,6584,901700000041596,1000,3.161538,100,2.642,0,0.500000,1267,400,1271.0,403.0,273,258,0,5,0,15,1
1740604596446,0.550293,6584,901700000041596,1000,3.19697,100,1.726,0,0.400000,2124,683,2129.0,692.0,273,254,0,6,0,19,1
1740604597446,0.537354,6584,901700000041596,1000,3.149254,100,2.996,0,0.700000,1388,256,1392.0,254.0,273,259,0,5,0,14,1
1740604598446,0.54834,6584,901700000041596,1000,3.106061,100,1.268,0,0.500000,1952,654,1957.0,659.0,273,267,0,2,0,6,1
1740604599446,0.463379,6584,901700000041596,1000,3.183824,100,1.702,0,0.300000,1337,655,1341.0,659.0,273,252,0,6,0,19,1
1740604600446,0.520264,6584,901700000041596,1000,3.219298,100,1.837,0,0.600000,2029,350,2035.0,353.0,273,257,0,5,0,16,1
1740604601446,0.533203,6584,901700000041596,1000,3.193877,100,1.514,0,0.500000,1296,562,1300.0,565.0,272,261,0,4,1,12,1
1740604602446,0.544434,6584,901700000041596,1000,3.253968,100,2.824,0,0.400000,1959,443,1964.0,447.0,273,254,0,6,0,19,1
1740604603446,0.524414,6584,901700000041596,1000,3.135417,100,1.68,0,0.500000,1223,634,1226.0,638.0,272,262,0,4,1,11,1
1740604604446,0.532227,6584,901700000041596,1000,3.209677,100,2.275,0,0.400000,2213,438,2219.0,442.0,273,255,0,6,0,18,1
1740604605446,0.516357,6584,901700000041596,1000,3.236111,100,1.109,0,0.500000,1288,477,1292.0,480.0,272,252,0,7,1,21,1
1740604606446,0.498535,6584,901700000041596,1000,3.180851,100,1.708,0,0.400000,1963,799,1968.0,804.0,273,261,0,4,0,12,1
1740604607446,0.537354,6584,901700000041596,1000,3.217391,100,2.67,0,0.400000,1101,177,1105.0,179.0,272,251,0,7,1,21,1
1740604608446,0.546387,6584,901700000041596,1000,3.186047,100,1.48,0,0.500000,1496,754,1500.0,760.0,273,262,0,4,0,11,1
1740604609446,0.52832,6584,901700000041596,1000,3.173913,100,2.105,0,0.500000,1092,166,1095.0,168.0,272,255,0,6,1,18,1
1740604610446,0.552246,6584,901700000041596,1000,3.121622,100,1.812,0,0.400000,1867,786,1873.0,796.0,273,266,0,2,0,7,1
1740604611446,0.451416,6584,901700000041596,1000,3.24,100,3.302,0,0.500000,1609,366,1614.0,365.0,272,250,0,8,1,23,1
1740604612446,0.54126,6584,901700000041596,1000,3.138889,100,1.101,0,0.500000,1639,558,1643.0,562.0,273,262,0,4,0,11,1
1740604613446,0.54541,6584,901700000041596,1000,3.228814,100,3.988,0,0.500000,1394,377,1397.0,380.0,273,255,0,6,0,18,1
1740604614446,0.525391,6584,901700000041596,1000,3.105769,100,1.307,0,0.500000,2060,665,2065.0,669.0,273,264,0,3,0,9,1
1740604615446,0.532227,6584,901700000041596,1000,3.234848,100,1.461,0,0.500000,1469,201,1473.0,203.0,272,251,0,7,0,20,1
1740604616446,0.533203,6584,901700000041596,1000,3.05,100,1.068,0,0.500000,2279,550,2285.0,554.0,272,270,0,1,1,3,1
1740604617446,0.52832,6584,901700000041596,1000,3.182692,100,3.339,0,0.600000,1349,281,1353.0,283.0,273,259,0,5,0,14,1
1740604618446,0.517334,6584,901700000041596,1000,3.1375,100,0.748,0,0.400000,2091,129,2097.0,133.0,273,265,0,2,0,8,1
1740604619446,0.529541,6584,901700000041596,1000,3.128572,100,1.532,0,0.500000,1191,183,1194.0,185.0,272,267,0,2,1,6,1
1740604620446,0.520264,6584,901700000041596,1000,3.141026,100,1.343,0,0.500000,1694,628,1699.0,633.0,273,265,0,2,0,8,1
1740604621446,0.499268,6584,901700000041596,1000,3.222222,100,1.054,0,0.500000,1156,62,1159.0,63.0,273,257,0,5,0,16,1
1740604622446,0.507324,6584,901700000041596,1000,3.0,100,0.417,0,0.600000,1997,46,2003.0,48.0,273,273,0,0,0,0,1
1740604623446,0.530273,6584,901700000041596,1000,3.045455,100,0.142,0,0.300000,1402,18,1405.0,19.0,272,271,0,0,1,2,1
1740604624446,0.527344,6584,901700000041596,1000,3.0,100,0.43,0,0.500000,2026,52,2032.0,54.0,273,272,0,0,0,0,1
1740604625446,0.52832,6584,901700000041596,1000,3.0,100,0.0,0,0.500000,1506,19,1510.0,21.0,272,272,0,0,1,1,1
1740604626446,0.505371,6584,901700000041596,1000,3.0,100,0.55,0,0.500000,2181,46,2187.0,47.0,273,273,0,0,0,0,1
1740604627446,0.500244,6584,901700000041596,1000,3.0,100,0.0,0,0.500000,1075,14,1078.0,15.0,272,272,0,0,1,1,1
1740604628446,0.533203,6584,901700000041596,1000,3.0,100,0.923,0,0.400000,1833,46,1838.0,48.0,273,273,0,0,0,0,1
1740604629446,0.487549,6584,901700000041596,1000,3.020833,100,0.125,0,0.600000,1415,20,1419.0,21.0,272,272,0,0,1,1,1
1740604630446,0.526367,6584,901700000041596,1000,3.03125,100,0.51,0,0.500000,1988,47,1994.0,48.0,273,272,0,0,0,1,1
1740604631446,0.54126,6584,901700000041596,1000,3.0,100,0.0,0,0.400000,1385,13,1389.0,14.0,272,268,0,0,1,1,1
1740604632446,0.544434,6584,901700000041596,1000,3.0,100,0.698,0,0.600000,2001,53,2007.0,55.0,273,273,0,0,0,0,1
1740604633446,0.54126,6584,901700000041596,1000,3.0,100,0.142,0,0.400000,1460,18,1464.0,19.0,272,272,0,0,1,1,1
1740604634446,0.527344,6584,901700000041596,1000,3.0,100,0.319,0,0.400000,2099,52,2105.0,54.0,273,272,0,0,0,1,1
1740604635446,0.518555,6584,901700000041596,1000,3.0,100,3.283,0,0.500000,1259,275,1262.0,277.0,272,271,0,0,1,2,1
1740604636446,0.533203,6584,901700000041596,1000,3.134615,100,1.451,0,0.300000,1975,648,1981.0,652.0,273,262,0,4,0,11,1
1740604637446,0.546387,6584,901700000041596,1000,3.197183,100,2.709,0,0.400000,1334,306,1338.0,308.0,272,255,0,6,0,18,1
1740604638446,0.527344,6584,901700000041596,1000,3.264151,100,1.439,0,0.700000,2011,716,2016.0,721.0,272,257,0,5,1,16,1
1740604639446,0.54126,6584,901700000041596,1000,3.236364,100,1.71,0,0.700000,1418,633,1422.0,637.0,272,258,0,5,1,15,1
1740604640446,0.53833,6584,901700000041596,1000,3.241379,100,2.183,0,0.500000,1944,346,1949.0,349.0,273,255,0,6,0,18,1
1740604641446,0.506348,6584,901700000041596,1000,3.140351,100,1.664,0,0.500000,1483,683,1487.0,688.0,272,261,0,4,1,12,1
1740604642446,0.51123,6584,901700000041596,1000,3.205357,100,2.739,0,0.400000,2036,385,2041.0,394.0,273,258,0,5,0,15,1
1740604643446,0.539551,6584,901700000041596,1000,3.166667,100,1.392,0,0.600000,1396,644,1400.0,648.0,272,255,0,6,1,18,1
1740604644446,0.5354,6584,901700000041596,1000,3.156863,100,1.828,0,0.600000,1947,630,1952.0,630.0,273,261,0,4,0,12,1
1740604645446,0.524414,6584,901700000041596,1000,3.191667,100,2.413,0,0.500000,1350,225,1354.0,227.0,273,259,0,5,0,14,1
1740604646446,0.515381,6584,901700000041596,1000,3.12766,100,2.177,0,0.600000,1929,263,1934.0,266.0,273,265,0,2,0,8,1
1740604647446,0.539551,6584,901700000041596,1000,3.125,100,1.3,0,0.600000,1509,514,1513.0,518.0,272,264,0,3,1,9,1
1740604648446,0.536377,6584,901700000041596,1000,3.204545,100,1.8,0,0.400000,1850,141,1855.0,143.0,273,261,0,4,0,12,1
1740604649446,0.546387,6584,901700000041596,1000,3.131579,100,2.627,0,0.300000,1526,261,1531.0,263.0,272,266,0,2,1,7,1
1740604650446,0.539551,6584,901700000041596,1000,3.202381,100,1.275,0,0.700000,1848,614,1853.0,623.0,273,263,0,3,0,10,1
1740604651446,0.534424,6584,901700000041596,1000,3.171429,100,3.634,0,0.500000,1413,404,1417.0,403.0,272,254,0,6,1,19,1
1740604652446,0.490234,6584,901700000041596,1000,3.189394,100,1.41,0,0.400000,2144,716,2150.0,722.0,272,256,0,6,1,17,1
1740604653446,0.530273,6584,901700000041596,1000,3.158333,100,1.779,0,0.400000,1297,611,1300.0,615.0,272,259,0,5,1,14,1
1740604654446,0.546387,6584,901700000041596,1000,3.234848,100,2.833,0,0.400000,2041,393,2047.0,401.0,273,253,0,7,0,20,1
1740604655446,0.54126,6584,901700000041596,1000,3.147541,100,1.812,0,0.600000,1516,656,1520.0,656.0,272,260,0,4,1,13,1
1740604656446,0.547363,6584,901700000041596,1000,3.163636,100,2.456,0,0.400000,1873,370,1878.0,373.0,273,258,0,5,0,15,1
1740604657446,0.534424,6584,901700000041596,1000,3.204918,100,1.715,0,0.600000,1562,654,1567.0,658.0,272,256,0,6,1,17,1
1740604658446,0.543213,6584,901700000041596,1000,3.173077,100,1.499,0,0.600000,1899,491,1904.0,497.0,273,261,0,4,0,12,1
1740604659446,0.524414,6584,901700000041596,1000,3.203125,100,2.063,0,0.800000,1396,429,1400.0,435.0,272,255,0,6,1,18,1
1740604660446,0.529541,6584,901700000041596,1000,3.181035,100,1.513,0,0.500000,2007,714,2013.0,714.0,273,259,0,5,0,14,1
1740604661446,0.529541,6584,901700000041596,1000,3.206897,100,3.066,0,0.600000,1414,365,1418.0,367.0,272,257,0,5,1,16,1
1740604662446,0.524414,6584,901700000041596,1000,3.166667,100,1.672,0,0.400000,1988,662,1993.0,666.0,273,261,0,4,0,12,1
1740604663446,0.549561,6584,901700000041596,1000,3.169355,100,3.211,0,0.500000,1463,326,1467.0,329.0,272,257,0,5,1,16,1
1740604664446,0.504395,6584,901700000041596,1000,3.213235,100,1.352,0,0.600000,2244,706,2182.0,712.0,273,253,0,7,0,20,1
1740604665446,0.526367,6584,901700000041596,1000,3.184211,100,1.545,0,0.800000,1080,656,1151.0,660.0,272,260,0,4,1,13,1
1740604666446,0.497314,6584,901700000041596,1000,3.246032,100,2.318,0,0.500000,1998,424,2003.0,428.0,273,256,0,6,0,17,1
1740604667446,0.54541,6584,901700000041596,1000,3.221312,100,1.461,0,0.500000,1421,661,1425.0,666.0,272,257,0,5,1,16,1
1740604668446,0.506348,6584,901700000041596,1000,3.15625,100,1.578,0,0.500000,1997,659,2002.0,664.0,272,262,0,4,1,11,1
1740604669446,0.474365,6584,901700000041596,1000,3.207547,100,1.858,0,0.700000,1381,191,1385.0,203.0,272,259,0,5,1,14,1
1740604670446,0.530273,6584,901700000041596,1000,3.185185,100,2.134,0,0.400000,2128,357,2133.0,350.0,272,260,0,4,1,13,1
1740604671446,0.537354,6584,901700000041596,1000,3.213115,100,1.547,0,0.400000,1259,695,1262.0,699.0,272,256,0,6,1,17,1
1740604672446,0.54126,6584,901700000041596,1000,3.184211,100,2.399,0,0.500000,2243,361,2249.0,365.0,273,260,0,4,0,13,1
1740604673446,0.489258,6584,901700000041596,1000,3.238806,100,1.944,0,0.400000,1294,660,1297.0,668.0,272,252,0,7,1,21,1
1740604674446,0.550293,6584,901700000041596,1000,3.115385,100,1.718,0,0.500000,1872,612,1877.0,612.0,273,263,0,3,0,10,1
1740604675446,0.52124,6584,901700000041596,1000,3.203704,100,2.711,0,0.600000,1588,356,1592.0,359.0,273,251,0,8,0,22,1
1740604676446,0.52124,6584,901700000041596,1000,3.174242,100,1.757,0,0.500000,1961,650,1966.0,655.0,273,256,0,6,0,17,1
1740604677446,0.508545,6584,901700000041596,1000,3.206349,100,3.526,0,0.700000,1503,335,1508.0,338.0,272,258,0,5,1,15,1
1740604678446,0.547363,6584,901700000041596,1000,3.153846,100,1.116,0,0.400000,1812,602,1817.0,605.0,273,265,0,2,0,8,1
1740604679446,0.54126,6584,901700000041596,1000,3.163461,100,1.492,0,0.500000,1584,153,1588.0,155.0,272,261,0,4,1,12,1
1740604680446,0.543213,6584,901700000041596,1000,3.173077,100,1.766,0,0.400000,1969,244,1974.0,247.0,273,265,0,1,0,5,1
1740604681446,0.556396,6584,901700000041596,1000,3.151163,100,1.374,0,0.500000,1581,478,1585.0,482.0,272,264,0,3,1,9,1
1740604682446,0.534424,6584,901700000041596,1000,3.193182,100,2.302,0,0.500000,1737,295,1742.0,298.0,273,263,0,3,0,10,1
1740604683446,0.550293,6584,901700000041596,1000,3.150794,100,1.879,0,0.600000,1432,678,1436.0,683.0,273,260,0,4,0,13,1
1740604684446,0.532227,6584,901700000041596,1000,3.190476,100,2.9,0,0.500000,1994,318,2000.0,325.0,273,257,0,5,0,16,1
1740604685446,0.524414,6584,901700000041596,1000,3.163636,100,1.73,0,0.700000,1528,708,1532.0,709.0,272,261,0,4,1,12,1
1740604686446,0.54126,6584,901700000041596,1000,3.217742,100,2.032,0,0.500000,1916,317,1921.0,320.0,273,255,0,6,0,18,1
1740604687446,0.55127,6584,901700000041596,1000,3.245763,100,1.535,0,0.500000,1359,682,1363.0,686.0,272,255,0,6,1,18,1
1740604688446,0.539551,6584,901700000041596,1000,3.176471,100,1.69,0,0.500000,2019,706,2024.0,715.0,273,261,0,4,0,12,1
1740604689446,0.54541,6584,901700000041596,1000,3.232143,100,2.259,0,0.500000,1580,365,1585.0,364.0,272,256,0,6,1,17,1
1740604690446,0.5354,6584,901700000041596,1000,3.231884,100,1.822,0,0.600000,1807,659,1812.0,664.0,273,251,0,8,0,22,1
1740604691446,0.516357,6584,901700000041596,1000,3.141791,100,2.103,0,0.600000,1324,709,1328.0,718.0,272,259,0,5,1,14,1
1740604692446,0.523438,6584,901700000041596,1000,3.164179,100,2.268,0,0.400000,2286,351,2292.0,355.0,273,256,0,6,0,17,1
1740604693446,0.549561,6584,901700000041596,1000,3.152542,100,1.312,0,0.500000,1186,612,1189.0,616.0,272,260,0,4,1,13,1
1740604694446,0.508545,6584,901700000041596,1000,3.241379,100,2.453,0,0.400000,1834,474,1839.0,474.0,273,254,0,6,0,18,1
1740604695446,0.540283,6584,901700000041596,1000,3.166667,100,1.612,0,0.500000,1562,675,1566.0,680.0,273,255,0,6,0,18,1
1740604696446,0.5354,6584,901700000041596,1000,3.122642,100,1.356,0,0.400000,1907,680,1912.0,685.0,273,263,0,3,0,10,1
1740604697446,0.52832,6584,901700000041596,1000,3.258929,100,2.276,0,0.600000,1419,350,1423.0,353.0,273,256,0,6,0,17,1
1740604698446,0.55127,6584,901700000041596,1000,3.201754,100,1.211,0,0.300000,2085,633,2090.0,638.0,273,259,0,5,0,14,1
1740604699446,0.5354,6584,901700000041596,1000,3.183333,100,2.933,0,0.300000,1282,360,1285.0,363.0,273,258,0,5,0,15,1
1740604700446,0.536377,6584,901700000041596,1000,3.246154,100,1.807,0,0.500000,1982,706,1987.0,716.0,273,252,0,7,0,20,1
1740604701446,0.526367,6584,901700000041596,1000,3.161017,100,1.508,0,0.500000,1353,657,1357.0,658.0,272,259,0,5,1,14,1
1740604702446,0.540283,6584,901700000041596,1000,3.25,100,2.02,0,0.500000,2127,446,2132.0,450.0,273,256,0,6,0,17,1
1740604703446,0.529541,6584,901700000041596,1000,3.144068,100,1.517,0,0.600000,1393,623,1397.0,628.0,272,262,0,4,1,11,1
1740604704446,0.54541,6584,901700000041596,1000,3.174603,100,1.411,0,0.400000,1999,243,2004.0,246.0,272,255,0,6,0,17,1
1740604705446,0.501221,6584,901700000041596,1000,3.155555,100,2.372,0,0.600000,1562,230,1566.0,232.0,272,263,0,3,1,10,1
1740604706446,0.512207,6584,901700000041596,1000,3.148148,100,1.783,0,0.400000,1874,574,1879.0,578.0,273,260,0,4,0,13,1
1740604707446,0.54541,6584,901700000041596,1000,3.139535,100,1.659,0,0.500000,1454,169,1458.0,171.0,273,265,0,2,0,8,1
1740604708446,0.547363,6584,901700000041596,1000,3.096774,100,2.683,0,0.400000,1952,276,1957.0,284.0,273,268,0,1,0,5,1
1740604709446,0.534424,6584,901700000041596,1000,3.169811,100,1.323,0,0.600000,1371,623,1375.0,633.0,272,261,0,4,0,12,1
1740604710446,0.513428,6584,901700000041596,1000,3.191667,100,1.531,0,0.400000,1979,721,1984.0,715.0,273,258,0,5,0,15,1
1740604711446,0.509521,6584,901700000041596,1000,3.208333,100,3.057,0,0.700000,1355,356,1359.0,359.0,273,248,0,8,0,23,1
1740604712446,0.518555,6584,901700000041596,1000,3.254386,100,1.532,0,0.500000,2084,715,2089.0,721.0,273,256,0,6,0,17,1
1740604713446,0.54834,6584,901700000041596,1000,3.147541,100,1.505,0,0.600000,1261,596,1264.0,599.0,272,259,0,5,1,14,1
1740604714446,0.492432,6584,901700000041596,1000,3.183333,100,1.762,0,0.400000,2349,597,2356.0,601.0,273,257,0,5,0,16,1
1740604715446,0.54541,6584,901700000041596,1000,3.215385,100,1.449,0,0.500000,1487,729,1491.0,734.0,272,255,0,6,1,18,1
1740604716446,0.522217,6584,901700000041596,1000,3.213115,100,2.762,0,0.500000,1780,424,1785.0,431.0,273,253,0,7,0,20,1
